"","site.code","session","site.accession","subplot","rep","species","N","occ","density","max.tree","mean.tree","mode.tree","sd.tree","Liqr.tree","Uiqr.tree","mean.occtree","mode.occtree","sd.occtree","Liqr.occtree","Uiqr.occtree","tree.count"
"856","DSUN","8","DSUN008","6","DSUN008-6","BFF",48.5,7,0.12125,15.5,2.55263157894737,0,4.31693929911931,0,3,6.92857142857143,3,4.53163483587483,3,8,19
"857","DSUN","8","DSUN008","7","DSUN008-7","BFF",149,8,0.3725,35.5,8.27777777777778,0,13.2589838824388,0,8,18.625,8,14.3769408627645,8,35.5,18
"858","DSUN","8","DSUN008","8","DSUN008-8","BFF",104.5,9,0.26125,15.5,4.35416666666667,0,6.4175018278256,0,8,11.6111111111111,15.5,4.85912657903775,8,15.5,24
"859","DSUN","8","DSUN008","9","DSUN008-9","BFF",80,10,0.2,15.5,2.28571428571429,0,4.354317860884,0,3,8,8,4.56435464587638,4.25,8,35
"860","DSUN","8","DSUN008","10","DSUN008-10","BFF",111,7,0.2775,35.5,5.28571428571429,0,11.0482707114863,0,3,15.8571428571429,3,14.5364893908235,3,25.5,21
"861","DSUN","9","DSUN009","1","DSUN009-1","BFF",69,8,0.1725,15.5,3,0,4.98862342098135,0,5.5,8.625,8,4.77156757710264,6.75,9.875,23
"862","DSUN","9","DSUN009","2","DSUN009-2","BFF",65,10,0.1625,15.5,2.70833333333333,0,4.59895230664992,0,3,6.5,3,5.16397779494322,3,8,24
"863","DSUN","9","DSUN009","3","DSUN009-3","BFF",46.5,8,0.11625,15.5,2.02173913043478,0,3.80931352939311,0,3,5.8125,3,4.51930383387277,3,8,23
"864","DSUN","9","DSUN009","4","DSUN009-4","BFF",45,5,0.1125,15.5,2.8125,0,5.39096466321196,0,3,9,3,6.27495019900557,3,15.5,16
"865","DSUN","9","DSUN009","5","DSUN009-5","BFF",64,8,0.16,15.5,2.78260869565217,0,4.86832547036201,0,3,8,8,5.17549169506766,3,9.875,23
"866","DSUN","9","DSUN009","6","DSUN009-6","BFF",60.5,6,0.15125,15.5,3.18421052631579,0,5.82191865643151,0,3,10.0833333333333,15.5,6.20819351072972,4.25,15.5,19
"867","DSUN","9","DSUN009","7","DSUN009-7","BFF",62,4,0.155,35.5,3.44444444444444,0,8.94408922284118,0,0,15.5,3,14.2886901662352,6.75,20.5,18
"868","DSUN","9","DSUN009","8","DSUN009-8","BFF",107,9,0.2675,35.5,4.45833333333333,0,8.49285718638938,0,4.25,11.8888888888889,3,10.3916365944499,3,15.5,24
"869","DSUN","9","DSUN009","9","DSUN009-9","BFF",96.5,8,0.24125,15.5,2.75714285714286,0,5.61559203909791,0,0,12.0625,15.5,4.98882680167821,8,15.5,35
"870","DSUN","9","DSUN009","10","DSUN009-10","BFF",24.5,4,0.06125,15.5,1.16666666666667,0,3.45446570880843,0,0,6.125,3,6.25,3,6.125,21
"871","DSUN","10","DSUN010","1","DSUN010-1","BFF",75,10,0.1875,15.5,3.26086956521739,0,4.8986769206718,0,5.5,7.5,8,4.83045891539648,3,8,23
"872","DSUN","10","DSUN010","2","DSUN010-2","BFF",44,8,0.11,8,1.83333333333333,0,3.03123832733447,0,3,5.5,3,2.67261241912424,3,8,24
"873","DSUN","10","DSUN010","3","DSUN010-3","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"874","DSUN","10","DSUN010","4","DSUN010-4","BFF",56,7,0.14,15.5,3.5,0,5.41294744108974,0,4.25,8,3,5.59016994374947,3,11.75,16
"875","DSUN","10","DSUN010","5","DSUN010-5","BFF",102,9,0.255,35.5,4.43478260869565,0,8.60404813263935,0,3,11.3333333333333,3,10.7529065838033,3,15.5,23
"876","DSUN","10","DSUN010","6","DSUN010-6","BFF",14,3,0.035,8,0.736842105263158,0,1.99560921534024,0,0,4.66666666666667,3,2.88675134594813,3,5.5,19
"877","DSUN","10","DSUN010","7","DSUN010-7","BFF",38.5,7,0.09625,15.5,2.13888888888889,0,3.96234317023309,0,3,5.5,3,4.78713553878169,3,5.5,18
"878","DSUN","10","DSUN010","8","DSUN010-8","BFF",25,5,0.0625,8,1.04166666666667,0,2.36788598922562,0,0,5,3,2.73861278752583,3,8,24
"879","DSUN","10","DSUN010","9","DSUN010-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"880","DSUN","10","DSUN010","10","DSUN010-10","BFF",39,8,0.0975,8,1.85714285714286,0,2.86854866240254,0,3,4.875,3,2.58774584753383,3,8,21
"881","DSUN","11","DSUN011","1","DSUN011-1","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"882","DSUN","11","DSUN011","2","DSUN011-2","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"883","DSUN","11","DSUN011","3","DSUN011-3","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"884","DSUN","11","DSUN011","4","DSUN011-4","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"885","DSUN","11","DSUN011","5","DSUN011-5","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"886","DSUN","11","DSUN011","6","DSUN011-6","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"887","DSUN","11","DSUN011","7","DSUN011-7","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"888","DSUN","11","DSUN011","8","DSUN011-8","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"889","DSUN","11","DSUN011","9","DSUN011-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"890","DSUN","11","DSUN011","10","DSUN011-10","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"891","DSUN","12","DSUN012","1","DSUN012-1","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"892","DSUN","12","DSUN012","2","DSUN012-2","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"893","DSUN","12","DSUN012","3","DSUN012-3","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"894","DSUN","12","DSUN012","4","DSUN012-4","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"895","DSUN","12","DSUN012","5","DSUN012-5","BFF",47,9,0.1175,8,2.04347826086957,0,3.05224598182991,0,3,5.22222222222222,3,2.63523138347365,3,8,23
"896","DSUN","12","DSUN012","6","DSUN012-6","BFF",37.5,5,0.09375,15.5,1.97368421052632,0,4.16491191120175,0,1.5,7.5,8,5.1234753829798,3,8,19
"897","DSUN","12","DSUN012","7","DSUN012-7","BFF",66,7,0.165,15.5,3.66666666666667,0,5.44220975880419,0,8,9.42857142857143,8,4.53163483587483,8,11.75,18
"898","DSUN","12","DSUN012","8","DSUN012-8","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"899","DSUN","12","DSUN012","9","DSUN012-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"900","DSUN","12","DSUN012","10","DSUN012-10","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"901","DSUN","13","DSUN013","1","DSUN013-1","BFF",37,9,0.0925,8,1.60869565217391,0,2.44464406099952,0,3,4.11111111111111,3,2.20479275922049,3,3,23
"902","DSUN","13","DSUN013","2","DSUN013-2","BFF",97,14,0.2425,15.5,4.04166666666667,0,4.78429647426068,0,8,6.92857142857143,3,4.35385391992473,3,8,24
"903","DSUN","13","DSUN013","3","DSUN013-3","BFF",51,7,0.1275,15.5,2.21739130434783,0,4.60934349238913,0,3,7.28571428571429,3,5.90096844352082,3,11.75,23
"904","DSUN","13","DSUN013","4","DSUN013-4","BFF",27,4,0.0675,8,1.6875,0,3.21908372056397,0,0.75,6.75,8,2.5,6.75,8,16
"905","DSUN","13","DSUN013","5","DSUN013-5","BFF",46,7,0.115,8,2,0,3.34392257413628,0,3,6.57142857142857,8,2.43975018237133,5.5,8,23
"906","DSUN","13","DSUN013","6","DSUN013-6","BFF",38.5,7,0.09625,15.5,2.02631578947368,0,3.88184407856529,0,3,5.5,3,4.78713553878169,3,5.5,19
"907","DSUN","13","DSUN013","7","DSUN013-7","BFF",53.5,7,0.13375,15.5,2.97222222222222,0,4.57124073201854,0,6.75,7.64285714285714,8,4.19040854923763,5.5,8,18
"908","DSUN","13","DSUN013","8","DSUN013-8","BFF",42,9,0.105,8,1.75,0,2.73861278752583,0,3,4.66666666666667,3,2.5,3,8,24
"909","DSUN","13","DSUN013","9","DSUN013-9","BFF",56,7,0.14,8,1.6,0,3.24671779965371,0,0,8,8,0,8,8,35
"910","DSUN","13","DSUN013","10","DSUN013-10","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"911","DTOW","1","DTOW001","1","DTOW001-1","BFF",114.5,4,0.28625,35.5,5.45238095238095,0,12.6894688244867,0,0,28.625,35.5,13.75,28.625,35.5,21
"912","DTOW","1","DTOW001","2","DTOW001-2","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"913","DTOW","1","DTOW001","3","DTOW001-3","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"914","DTOW","1","DTOW001","4","DTOW001-4","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"915","DTOW","1","DTOW001","5","DTOW001-5","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"916","DTOW","1","DTOW001","6","DTOW001-6","BFF",221,7,0.5525,75.5,22.1,0,30.0996493150483,0.75,30.5,31.5714285714286,75.5,31.7823700755473,8,55.5,10
"917","DTOW","1","DTOW001","7","DTOW001-7","BFF",224.5,4,0.56125,150.5,14.03125,0,38.3229560229027,0,0.75,56.125,35.5,64.755147800516,27.375,64.25,16
"918","DTOW","1","DTOW001","8","DTOW001-8","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"919","DTOW","1","DTOW001","9","DTOW001-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"920","DTOW","1","DTOW001","10","DTOW001-10","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"921","DTOW","2","DTOW002","1","DTOW002-1","BFF",18.5,2,0.04625,15.5,0.880952380952381,0,3.41286083039128,0,0,9.25,15.5,8.83883476483184,6.125,12.375,21
"922","DTOW","2","DTOW002","2","DTOW002-2","BFF",43.5,7,0.10875,15.5,2.71875,0,4.36642015843643,0,3,6.21428571428571,3,4.72455591261534,3,8,16
"923","DTOW","2","DTOW002","3","DTOW002-3","BFF",148,6,0.37,35.5,12.3333333333333,0,17.1455445224028,0,35.5,24.6666666666667,35.5,16.7829278335655,11.125,35.5,12
"924","DTOW","2","DTOW002","4","DTOW002-4","BFF",24,3,0.06,8,1.26315789473684,0,2.99707459706142,0,0,8,8,0,8,8,19
"925","DTOW","2","DTOW002","5","DTOW002-5","BFF",242.5,2,0.60625,227,60.625,0,111.157077297549,0,68.375,121.25,15.5,149.553084220955,68.375,174.125,4
"926","DTOW","2","DTOW002","6","DTOW002-6","BFF",311.5,8,0.77875,75.5,31.15,75.5,32.2964136295864,6.125,65.5,38.9375,75.5,31.5361895288572,15.5,75.5,10
"927","DTOW","2","DTOW002","7","DTOW002-7","BFF",51.5,3,0.12875,35.5,3.21875,0,9.02767734986876,0,0,17.1666666666667,8,15.8771324027147,8,21.75,16
"928","DTOW","2","DTOW002","8","DTOW002-8","BFF",315.5,6,0.78875,150.5,35.0555555555556,0,50.0752211954953,0,35.5,52.5833333333333,35.5,53.9077143520913,20.5,65.5,9
"929","DTOW","2","DTOW002","9","DTOW002-9","BFF",8,1,0.02,8,4,8,5.65685424949238,2,6,8,8,0,8,8,2
"930","DTOW","2","DTOW002","10","DTOW002-10","BFF",145,5,0.3625,75.5,16.1111111111111,0,25.2831190937968,0,15.5,29,15.5,28.4824507372522,15.5,35.5,9
"931","DTOW","3","DTOW003","1","DTOW003-1","BFF",84,8,0.21,35.5,4,0,8.31715095450359,0,3,10.5,8,10.9381377365097,3,9.875,21
"932","DTOW","3","DTOW003","2","DTOW003-2","BFF",116,7,0.29,35.5,7.25,0,12.225656083281,0,9.875,16.5714285714286,15.5,13.9087160066047,5.5,25.5,16
"933","DTOW","3","DTOW003","3","DTOW003-3","BFF",72.5,5,0.18125,35.5,6.04166666666667,0,10.9574763462573,0,6.125,14.5,3,13.2994360782704,3,15.5,12
"934","DTOW","3","DTOW003","4","DTOW003-4","BFF",11,2,0.0275,8,0.578947368421053,0,1.92399438303882,0,0,5.5,3,3.53553390593274,4.25,6.75,19
"935","DTOW","3","DTOW003","5","DTOW003-5","BFF",166,2,0.415,150.5,41.5,0,73.0330975197775,0,49.25,83,15.5,95.4594154601839,49.25,116.75,4
"936","DTOW","3","DTOW003","6","DTOW003-6","BFF",251.5,8,0.62875,75.5,25.15,15.5,28.4907879848908,6.125,30.5,31.4375,15.5,28.5962503785774,15.5,45.5,10
"937","DTOW","3","DTOW003","7","DTOW003-7","BFF",82,4,0.205,35.5,5.125,0,10.2004901843,0,3.875,20.5,15.5,10,15.5,20.5,16
"938","DTOW","3","DTOW003","8","DTOW003-8","BFF",162.5,5,0.40625,75.5,18.0555555555556,0,26.0161541696266,0,35.5,32.5,35.5,27.692508012096,8,35.5,9
"939","DTOW","3","DTOW003","9","DTOW003-9","BFF",35.5,1,0.08875,35.5,17.75,35.5,25.1022907321224,8.875,26.625,35.5,35.5,0,35.5,35.5,2
"940","DTOW","3","DTOW003","10","DTOW003-10","BFF",114.5,4,0.28625,35.5,12.7222222222222,0,17.277353513905,0,35.5,28.625,35.5,13.75,28.625,35.5,9
"941","DTOW","4","DTOW004","1","DTOW004-1","BFF",50,5,0.125,15.5,2.38095238095238,0,4.9922559076653,0,0,10,15.5,5.4198708471697,8,15.5,21
"942","DTOW","4","DTOW004","2","DTOW004-2","BFF",21.5,3,0.05375,15.5,1.34375,0,3.91032287669446,0,0,7.16666666666667,3,7.21687836487032,3,9.25,16
"943","DTOW","4","DTOW004","3","DTOW004-3","BFF",74,3,0.185,35.5,6.16666666666667,0,13.7284266021164,0,0.75,24.6666666666667,35.5,18.7638837486628,19.25,35.5,12
"944","DTOW","4","DTOW004","4","DTOW004-4","BFF",42,4,0.105,15.5,2.21052631578947,0,5.05886402892565,0,0,10.5,15.5,6.12372435695795,6.75,15.5,19
"945","DTOW","4","DTOW004","5","DTOW004-5","BFF",174,3,0.435,150.5,43.5,8,71.6135462046113,6,49.25,58,8,80.1950746617272,11.75,83,4
"946","DTOW","4","DTOW004","6","DTOW004-6","BFF",136,7,0.34,35.5,13.6,0,15.8233301734426,0.75,30.5,19.4285714285714,35.5,15.6029606470176,5.5,35.5,10
"947","DTOW","4","DTOW004","7","DTOW004-7","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"948","DTOW","4","DTOW004","8","DTOW004-8","BFF",271,7,0.6775,150.5,30.1111111111111,35.5,47.8968799726152,3,35.5,38.7142857142857,35.5,51.6743465874325,5.5,35.5,9
"949","DTOW","4","DTOW004","9","DTOW004-9","BFF",35.5,1,0.08875,35.5,17.75,35.5,25.1022907321224,8.875,26.625,35.5,35.5,0,35.5,35.5,2
"950","DTOW","4","DTOW004","10","DTOW004-10","BFF",137.5,5,0.34375,75.5,15.2777777777778,0,25.4289587762544,0,15.5,27.5,8,29.5486886341848,8,35.5,9
"951","DTOW","5","DTOW005","1","DTOW005-1","BFF",62,9,0.155,15.5,2.95238095238095,0,4.85001227293489,0,3,6.88888888888889,3,5.31964388950154,3,8,21
"952","DTOW","5","DTOW005","2","DTOW005-2","BFF",27.5,5,0.06875,15.5,1.71875,0,3.90712490202195,0,3,5.5,3,5.59016994374947,3,3,16
"953","DTOW","5","DTOW005","3","DTOW005-3","BFF",52.5,5,0.13125,35.5,4.375,0,10.0975357029687,0,3,10.5,3,14.142135623731,3,8,12
"954","DTOW","5","DTOW005","4","DTOW005-4","BFF",12,4,0.03,3,0.631578947368421,0,1.25656172487509,0,0,3,3,0,3,3,19
"955","DTOW","5","DTOW005","5","DTOW005-5","BFF",166,2,0.415,150.5,41.5,0,73.0330975197775,0,49.25,83,15.5,95.4594154601839,49.25,116.75,4
"956","DTOW","5","DTOW005","6","DTOW005-6","BFF",136.5,8,0.34125,35.5,13.65,15.5,12.9744406858682,4.25,15.5,17.0625,15.5,12.242891523539,8,20.5,10
"957","DTOW","5","DTOW005","7","DTOW005-7","BFF",59,3,0.1475,35.5,3.6875,0,9.47606634280983,0,0,19.6666666666667,35.5,14.2156017576933,11.75,25.5,16
"958","DTOW","5","DTOW005","8","DTOW005-8","BFF",193,6,0.4825,75.5,21.4444444444444,35.5,26.0173553186671,0,35.5,32.1666666666667,35.5,25.8682559649209,14.875,35.5,9
"959","DTOW","5","DTOW005","9","DTOW005-9","BFF",15.5,1,0.03875,15.5,7.75,15.5,10.9601551083915,3.875,11.625,15.5,15.5,0,15.5,15.5,2
"960","DTOW","5","DTOW005","10","DTOW005-10","BFF",97.5,5,0.24375,35.5,10.8333333333333,0,14.9059551857638,0,15.5,19.5,35.5,15.2684314846025,8,35.5,9
"961","DTOW","6","DTOW006","1","DTOW006-1","BFF",99,8,0.2475,35.5,4.71428571428571,0,8.9590337489199,0,3,12.375,15.5,10.9991882817389,3,15.5,21
"962","DTOW","6","DTOW006","2","DTOW006-2","BFF",118,11,0.295,35.5,7.375,0,9.44722181384559,0,9.875,10.7272727272727,3,9.71175482691886,3,15.5,16
"963","DTOW","6","DTOW006","3","DTOW006-3","BFF",120.5,6,0.30125,35.5,10.0416666666667,0,15.5292368444073,0,14.875,20.0833333333333,35.5,16.9865142588663,4.25,35.5,12
"964","DTOW","6","DTOW006","4","DTOW006-4","BFF",118,6,0.295,75.5,6.21052631578947,0,17.3343876197588,0,5.5,19.6666666666667,8,27.6435646519523,8,13.625,19
"965","DTOW","6","DTOW006","5","DTOW006-5","BFF",189,3,0.4725,150.5,47.25,3,70.685335584311,2.25,64.25,63,3,77.5,19.25,93,4
"966","DTOW","6","DTOW006","6","DTOW006-6","BFF",171.5,8,0.42875,35.5,17.15,35.5,16.4046910635004,3,35.5,21.4375,35.5,15.5228805776689,6.75,35.5,10
"967","DTOW","6","DTOW006","7","DTOW006-7","BFF",59,3,0.1475,35.5,3.6875,0,9.47606634280983,0,0,19.6666666666667,15.5,14.2156017576933,11.75,25.5,16
"968","DTOW","6","DTOW006","8","DTOW006-8","BFF",375.5,6,0.93875,150.5,41.7222222222222,0,51.1291936611995,0,75.5,62.5833333333333,75.5,51.1472547324553,35.5,75.5,9
"969","DTOW","6","DTOW006","9","DTOW006-9","BFF",35.5,1,0.08875,35.5,17.75,35.5,25.1022907321224,8.875,26.625,35.5,35.5,0,35.5,35.5,2
"970","DTOW","6","DTOW006","10","DTOW006-10","BFF",94.5,4,0.23625,35.5,10.5,0,15.1348108676653,0,15.5,23.625,35.5,14.0497627500728,13.625,35.5,9
"971","DTOW","7","DTOW007","1","DTOW007-1","BFF",243.5,7,0.60875,75.5,11.5952380952381,0,23.8283544583019,0,3,34.7857142857143,75.5,30.8462006613148,9.25,55.5,21
"972","DTOW","7","DTOW007","2","DTOW007-2","BFF",290,10,0.725,150.5,18.125,0,37.2211857235455,0,15.5,29,15.5,44.256198561457,8,30.5,16
"973","DTOW","7","DTOW007","3","DTOW007-3","BFF",189.5,4,0.47375,75.5,15.7916666666667,0,29.6605479730332,0,11.125,47.375,75.5,35.0817497663196,27.375,75.5,12
"974","DTOW","7","DTOW007","4","DTOW007-4","BFF",139,8,0.3475,35.5,7.31578947368421,0,11.7440416646009,0,15.5,17.375,15.5,12.4463132808762,12.375,20.5,19
"975","DTOW","7","DTOW007","5","DTOW007-5","BFF",245.5,3,0.61375,227,61.375,3,110.620503675102,2.25,68.375,81.8333333333333,3,125.873282841647,9.25,121.25,4
"976","DTOW","7","DTOW007","6","DTOW007-6","BFF",247,9,0.6175,75.5,24.7,15.5,28.6018647410736,4.25,30.5,27.4444444444444,15.5,28.9065784515874,8,35.5,10
"977","DTOW","7","DTOW007","7","DTOW007-7","BFF",129.5,4,0.32375,75.5,8.09375,0,20.2675592594011,0,0.75,32.375,35.5,31.7132333051467,12.375,45.5,16
"978","DTOW","7","DTOW007","8","DTOW007-8","BFF",300.5,6,0.75125,150.5,33.3888888888889,35.5,47.0662948521669,0,35.5,50.0833333333333,35.5,50.4087459342788,35.5,35.5,9
"979","DTOW","7","DTOW007","9","DTOW007-9","BFF",35.5,1,0.08875,35.5,17.75,35.5,25.1022907321224,8.875,26.625,35.5,35.5,0,35.5,35.5,2
"980","DTOW","7","DTOW007","10","DTOW007-10","BFF",80,5,0.2,35.5,8.88888888888889,0,15.1508617283345,0,3,16,3,17.8009831189179,3,35.5,9
"981","DTOW","8","DTOW008","1","DTOW008-1","BFF",72.5,10,0.18125,15.5,3.45238095238095,0,4.47745676111105,0,8,7.25,8,3.73608529524332,4.25,8,21
"982","DTOW","8","DTOW008","2","DTOW008-2","BFF",19,3,0.0475,8,1.1875,0,2.76209461580639,0,0,6.33333333333333,8,2.88675134594813,5.5,8,16
"983","DTOW","8","DTOW008","3","DTOW008-3","BFF",18.5,2,0.04625,15.5,1.54166666666667,0,4.47954103439045,0,0,9.25,15.5,8.83883476483184,6.125,12.375,12
"984","DTOW","8","DTOW008","4","DTOW008-4","BFF",35.5,1,0.08875,35.5,1.86842105263158,0,8.14425855240494,0,0,35.5,35.5,0,35.5,35.5,19
"985","DTOW","8","DTOW008","5","DTOW008-5","BFF",150.5,1,0.37625,150.5,37.625,0,75.25,0,37.625,150.5,150.5,0,150.5,150.5,4
"986","DTOW","8","DTOW008","6","DTOW008-6","BFF",181.5,8,0.45375,35.5,18.15,35.5,15.5600092830592,8,35.5,22.6875,35.5,13.9154012826488,8,35.5,10
"987","DTOW","8","DTOW008","7","DTOW008-7","BFF",30,5,0.075,8,1.875,0,3.20156211871642,0,3,6,8,2.73861278752583,3,8,16
"988","DTOW","8","DTOW008","8","DTOW008-8","BFF",272.5,5,0.68125,150.5,30.2777777777778,0,47.9850960658041,0,35.5,54.5,35.5,54.3599116997075,35.5,35.5,9
"989","DTOW","8","DTOW008","9","DTOW008-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"990","DTOW","8","DTOW008","10","DTOW008-10","BFF",111,2,0.2775,75.5,12.3333333333333,0,26.4374261228282,0,0,55.5,35.5,28.2842712474619,45.5,65.5,9
"991","DTOW","9","DTOW009","1","DTOW009-1","BFF",16,2,0.04,8,0.761904761904762,0,2.40634083007295,0,0,8,8,0,8,8,21
"992","DTOW","9","DTOW009","2","DTOW009-2","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"993","DTOW","9","DTOW009","3","DTOW009-3","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"994","DTOW","9","DTOW009","4","DTOW009-4","BFF",15.5,1,0.03875,15.5,0.815789473684211,0,3.55594387499371,0,0,15.5,15.5,0,15.5,15.5,19
"995","DTOW","9","DTOW009","5","DTOW009-5","BFF",150.5,1,0.37625,150.5,37.625,0,75.25,0,37.625,150.5,150.5,0,150.5,150.5,4
"996","DTOW","9","DTOW009","6","DTOW009-6","BFF",89.5,4,0.22375,35.5,8.95,0,14.7901055514226,0,12.375,22.375,35.5,15.9915342186629,12.375,35.5,10
"997","DTOW","9","DTOW009","7","DTOW009-7","BFF",15.5,1,0.03875,15.5,0.96875,0,3.875,0,0,15.5,15.5,0,15.5,15.5,16
"998","DTOW","9","DTOW009","8","DTOW009-8","BFF",146.5,3,0.36625,75.5,16.2777777777778,0,27.009386228577,0,35.5,48.8333333333333,35.5,23.094010767585,35.5,55.5,9
"999","DTOW","9","DTOW009","9","DTOW009-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1000","DTOW","9","DTOW009","10","DTOW009-10","BFF",46.5,3,0.11625,15.5,5.16666666666667,0,7.75,0,15.5,15.5,15.5,0,15.5,15.5,9
"1001","DTOW","10","DTOW010","1","DTOW010-1","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1002","DTOW","10","DTOW010","2","DTOW010-2","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1003","DTOW","10","DTOW010","3","DTOW010-3","BFF",51,2,0.1275,35.5,4.25,0,10.8029878022029,0,0,25.5,35.5,14.142135623731,20.5,30.5,12
"1004","DTOW","10","DTOW010","4","DTOW010-4","BFF",15.5,1,0.03875,15.5,0.815789473684211,0,3.55594387499371,0,0,15.5,15.5,0,15.5,15.5,19
"1005","DTOW","10","DTOW010","5","DTOW010-5","BFF",150.5,1,0.37625,150.5,37.625,0,75.25,0,37.625,150.5,150.5,0,150.5,150.5,4
"1006","DTOW","10","DTOW010","6","DTOW010-6","BFF",268.5,7,0.67125,75.5,26.85,0,28.737364373079,3.875,35.5,38.3571428571429,15.5,26.903708365382,15.5,55.5,10
"1007","DTOW","10","DTOW010","7","DTOW010-7","BFF",157.5,5,0.39375,35.5,9.84375,0,15.7709846976444,0,20.5,31.5,35.5,8.94427190999916,35.5,35.5,16
"1008","DTOW","10","DTOW010","8","DTOW010-8","BFF",35.5,1,0.08875,35.5,3.94444444444444,0,11.8333333333333,0,0,35.5,35.5,0,35.5,35.5,9
"1009","DTOW","10","DTOW010","9","DTOW010-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1010","DTOW","10","DTOW010","10","DTOW010-10","BFF",21.5,3,0.05375,15.5,2.38888888888889,0,5.08538210079745,0,3,7.16666666666667,3,7.21687836487032,3,9.25,9
"1011","DTOW","11","DTOW011","1","DTOW011-1","BFF",82,9,0.205,15.5,3.9047619047619,0,5.25979811309105,0,8,9.11111111111111,8,3.97474667257061,8,8,21
"1012","DTOW","11","DTOW011","2","DTOW011-2","BFF",66.5,3,0.16625,35.5,4.15625,0,9.8804837094817,0,0,22.1666666666667,15.5,11.5470053837925,15.5,25.5,16
"1013","DTOW","11","DTOW011","3","DTOW011-3","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1014","DTOW","11","DTOW011","4","DTOW011-4","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1015","DTOW","11","DTOW011","5","DTOW011-5","BFF",150.5,1,0.37625,150.5,37.625,0,75.25,0,37.625,150.5,150.5,0,150.5,150.5,4
"1016","DTOW","11","DTOW011","6","DTOW011-6","BFF",145.5,6,0.36375,35.5,14.55,0,15.6639181986288,0,30.5,24.25,35.5,12.6243811729526,15.5,35.5,10
"1017","DTOW","11","DTOW011","7","DTOW011-7","BFF",26.5,3,0.06625,15.5,1.65625,0,4.23760447265512,0,0,8.83333333333333,3,6.29152869605896,5.5,11.75,16
"1018","DTOW","11","DTOW011","8","DTOW011-8","BFF",221.5,3,0.55375,150.5,24.6111111111111,0,49.6479970503455,0,35.5,73.8333333333333,35.5,66.395280956807,35.5,93,9
"1019","DTOW","11","DTOW011","9","DTOW011-9","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1020","DTOW","11","DTOW011","10","DTOW011-10","BFF",51,2,0.1275,35.5,5.66666666666667,0,12.305994474239,0,0,25.5,15.5,14.142135623731,20.5,30.5,9
"1021","DTOW","12","DTOW012","1","DTOW012-1","BFF",42,4,0.105,15.5,2,0,4.84510061815026,0,0,10.5,15.5,6.12372435695795,6.75,15.5,21
"1022","DTOW","12","DTOW012","2","DTOW012-2","BFF",31,2,0.0775,15.5,1.9375,0,5.29425789574579,0,0,15.5,15.5,0,15.5,15.5,16
"1023","DTOW","12","DTOW012","3","DTOW012-3","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1024","DTOW","12","DTOW012","4","DTOW012-4","BFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
